,Store,score,comment,address,phone_num,keyword_food,keyword_loc
251,인계동껍데기 강남점,2.7,32,"서울 서초구 서초대로73길 42 강남역리가스퀘어 101,102호",010-4006-9608,떡볶이,서울 강남
252,청년다방 강남K스퀘어점,3.0,26,서울 강남구 강남대로94길 10 3층,02-501-3503,떡볶이,서울 강남
253,키친수다 강남점,2.5,18,서울 서초구 강남대로65길 9,02-3478-1556,떡볶이,서울 강남
254,청담동마녀김밥 강남역점,2.7,26,서울 서초구 사임당로 180 보원빌딩 1층 103호,02-583-1119,떡볶이,서울 강남
255,고봉민김밥인 강남세곡점,3.4,16,서울 강남구 헌릉로569길 9 강남지웰파인즈 105호,02-459-8060,떡볶이,서울 강남
256,오븐에빠진닭 강남2호점,2.0,11,서울 강남구 강남대로96길 16,02-555-5892,떡볶이,서울 강남
257,무공돈까스 강남점,3.2,55,서울 강남구 강남대로110길 13 1층,02-565-9774,떡볶이,서울 강남
258,놀숲 강남역점,3.9,59,서울 강남구 강남대로98길 17 시티힐빌딩 2층,02-558-5846,떡볶이,서울 강남
259,미도인 강남,3.9,195,서울 강남구 강남대로102길 16 1층,02-555-1995,떡볶이,서울 강남
260,김밥까페 강남점,1.3,63,서울 강남구 테헤란로4길 27 1층,02-566-4279,떡볶이,서울 강남
261,역전할머니맥주 서울신논현점,2.2,16,서울 강남구 봉은사로1길 38,,떡볶이,서울 강남
262,푸른술집 할라 강남점,1.7,18,서울 서초구 서초대로77길 43 2층,,떡볶이,서울 강남
263,로봇김밥 강남역점,1.8,21,서울 강남구 테헤란로 101 지하1층 5호,02-3452-9993,떡볶이,서울 강남
264,보영만두 강남점,4.5,15,서울 강남구 테헤란로5길 24 보영만두 강남점,02-565-1237,떡볶이,서울 강남
265,놀숲 강남교보타워점,2.8,11,서울 서초구 서초대로77길 58 트라이랜드빌딩 지하1층,02-533-7533,떡볶이,서울 강남
266,싸다김밥 강남우성점,2.2,23,서울 서초구 사임당로 181 1층,02-523-2827,떡볶이,서울 강남
267,김밥25 강남CGV점,1.2,29,서울 강남구 강남대로100길 10,02-569-2277,떡볶이,서울 강남
268,강레오의차돌집 강남본점,3.1,12,서울 강남구 테헤란로1길 44 1층,02-501-5016,떡볶이,서울 강남
269,연돈볼카츠 강남CGV점,2.2,38,서울 강남구 강남대로 438 스타플렉스 2층 213호,010-4468-6664,떡볶이,서울 강남
270,마유유 강남역점,3.9,33,서울 강남구 강남대로94길 27 2층 201호,0507-1378-7825,떡볶이,서울 강남
271,고봉민김밥인 강남아르누보씨티점,4.8,22,서울 서초구 서초대로74길 49 아르누보씨티2 104호,02-585-3690,떡볶이,서울 강남
272,명랑핫도그 강남지하상가점,2.8,14,서울 강남구 강남대로 390 지하층 B-25호,02-566-0992,떡볶이,서울 강남
273,분식이이래도되는가 강남신사점,3.7,11,서울 강남구 논현로151길 52 1층,02-3445-1985,떡볶이,서울 강남
274,경양식당임정훈,4.0,12,서울 강남구 강남대로84길 15 강남역효성해링턴타워더퍼스트 1층 112호,02-569-8291,떡볶이,서울 강남
275,이공족발 강남점,3.2,12,서울 강남구 강남대로106길 7 2층,02-558-2058,족발,서울 강남
276,옹기족발 일원본점,4.5,26,서울 강남구 일원로9길 50 1층,02-459-6555,족발,서울 강남
277,오가네족발 본점,3.7,13,서울 강남구 논현로36길 21 1층,02-575-6607,족발,서울 강남
278,족발보쌈마을,3.6,13,서울 강남구 테헤란로104길 11 2층,02-567-2772,족발,서울 강남
279,완미족발 논현본점,3.3,22,서울 강남구 강남대로118길 20 1층,02-6952-9933,족발,서울 강남
280,가장맛있는족발 수서역점,4.3,11,"서울 강남구 광평로 295 사이룩스 109,110호",02-3412-3949,족발,서울 강남
281,족발의달인 강남구청점,1.0,181,서울 강남구 학동로43길 38 논현웰스톤 1층 101~105호,,족발,서울 강남
282,족발의달인 대치점,1.0,51,서울 강남구 도곡로 516 1층 111호,,족발,서울 강남
283,교대이층집 강남역점,3.3,38,서울 강남구 강남대로78길 14 2층,02-562-7113,족발,서울 강남
284,뽕족 강남역본점,3.7,38,서울 강남구 테헤란로4길 15 메가시티오피스텔 1층 102~104호,02-556-9279,족발,서울 강남
285,오목집 강남역점,3.5,15,"서울 서초구 서초대로78길 32 2, 3층",02-3486-8188,족발,서울 강남
286,황토감자탕 강남본점,3.4,19,서울 강남구 테헤란로1길 20,02-557-8739,족발,서울 강남
287,딸부자네불백 강남역점,3.0,37,서울 강남구 봉은사로6길 38,02-538-9292,족발,서울 강남
288,딸부자네불백 강남역9번출구점,3.4,18,서울 서초구 서초대로77길 9 1층,02-535-8663,족발,서울 강남
289,기대만족 강남본점,1.7,17,서울 강남구 강남대로118길 37 지하1층,0507-1866-7411,족발,서울 강남
290,뽕나무쟁이 선릉본점,4.1,162,서울 강남구 역삼로65길 31,02-558-9279,족발,서울 강남
291,황해도찹쌀순대,4.2,18,서울 강남구 역삼로3길 19,02-557-6368,족발,서울 강남
292,뽕나무쟁이 별관,3.9,15,서울 강남구 역삼로65길 33,02-553-9279,족발,서울 강남
293,봉시김치찌개,4.2,13,서울 강남구 논현로28길 45 1층,02-572-0709,김치찌개,서울 강남
294,뉴욕김치찌개,3.6,14,서울 강남구 역삼동 825-19 센트럴푸르지오시티 지하2층 B206호,,김치찌개,서울 강남
295,장독대김치찌개 청담점,3.1,19,서울 강남구 도산대로102길 5 1층,02-543-7754,김치찌개,서울 강남
296,강남찌개마을 본점,4.8,11,서울 금천구 시흥대로63길 27,02-892-9955,김치찌개,서울 강남
297,찌개마을,3.5,11,서울 강남구 테헤란로4길 46,02-3444-5506,김치찌개,서울 강남
298,동달식당 강남본점,2.9,16,서울 서초구 서운로 133,02-3471-9700,김치찌개,서울 강남
299,고기꾼김춘배 강남점,3.8,41,서울 강남구 강남대로100길 13 3층,,김치찌개,서울 강남
300,통돼지네 강남점,4.2,26,서울 강남구 역삼로3길 17-5 1층,02-564-6649,김치찌개,서울 강남
301,원조부안집 강남점,3.4,24,서울 강남구 강남대로96길 19 영우빌딩 2층,02-563-4792,김치찌개,서울 강남
302,푸에르코 강남점,2.5,15,서울 서초구 강남대로53길 8 스타크강남빌딩 2층,02-6246-0092,김치찌개,서울 강남
303,딸부자네불백 강남역점,3.0,37,서울 강남구 봉은사로6길 38,02-538-9292,김치찌개,서울 강남
304,하남돼지집 강남역1호점,2.6,23,서울 서초구 서초대로73길 38,02-591-1253,김치찌개,서울 강남
305,대독장 강남점,3.4,15,서울 강남구 논현로85길 59 남곡빌딩 2층,02-552-7745,김치찌개,서울 강남
306,딸부자네불백 강남역9번출구점,3.4,18,서울 서초구 서초대로77길 9 1층,02-535-8663,김치찌개,서울 강남
307,흑다돈 강남직영점,2.2,26,서울 서초구 강남대로65길 10 1층,02-3482-2090,김치찌개,서울 강남
308,김밥까페 강남점,1.3,63,서울 강남구 테헤란로4길 27 1층,02-566-4279,김치찌개,서울 강남
309,하남돼지집 강남구청점,3.1,14,서울 강남구 선릉로 647 영광빌딩 1층,02-512-2292,김치찌개,서울 강남
310,강레오의차돌집 강남본점,3.1,12,서울 강남구 테헤란로1길 44 1층,02-501-5016,김치찌개,서울 강남
311,육일점,4.1,18,서울 강남구 언주로148길 6,02-486-8259,김치찌개,서울 강남
312,명동찌개마을 신림점,1.7,15,서울 관악구 신림로66길 10,02-875-2772,김치찌개,서울 명동
313,명동찌개마을 장승배기점,1.7,13,서울 동작구 상도로15길 134 1층,02-823-8253,김치찌개,서울 명동
314,명동찌개마을 종로직영점,3.9,14,서울 종로구 수표로20길 18 1층,02-2272-7747,김치찌개,서울 명동
315,하남돼지집 명동1호점,2.6,15,서울 중구 명동9가길 12,02-772-9995,김치찌개,서울 명동
316,한라담 무교점,2.4,21,서울 중구 무교로 21 더익스체인지서울 2층,02-318-4400,김치찌개,서울 명동
317,창고43 명동점,3.0,23,서울 중구 을지로 100 SK파인에비뉴빌딩 A동 지하1층,02-6031-0081,육회,서울 명동
318,이남장 명동점,3.8,27,"서울 중구 명동9길 39 1, 2층",02-3789-4247,육회,서울 명동
319,오다리집,2.5,11,서울 중구 명동8나길 28 2층,,육회,서울 명동
320,창고43 무교점,2.3,29,서울 중구 무교로 21 더익스체인지 서울빌딩 2층,02-3789-0043,육회,서울 명동
321,춘천명동닭갈비,4.5,23,서울 은평구 은평로8길 8-1,02-376-4949,닭갈비,서울 명동
322,유가네닭갈비 명동2호점,2.5,13,"서울 중구 명동4길 8 2,3층",02-3789-2492,닭갈비,서울 명동
323,유가네닭갈비 명동1호점,1.4,26,서울 중구 명동10길 7-4,02-3789-3392,닭갈비,서울 명동
324,유가네닭갈비 명동역점,3.3,13,서울 중구 명동8가길 19 2층,02-775-3392,닭갈비,서울 명동
325,유가네닭갈비 명동3호점,2.4,12,서울 중구 명동8나길 22 유화빌딩 201호,02-318-3367,닭갈비,서울 명동
326,은&정명동닭갈비,3.9,14,서울 중구 명동7길 19 2층,02-778-1988,닭갈비,서울 명동
327,놀부부대찌개 명동점,1.3,23,서울 중구 명동10길 16-1 2층,02-3789-0110,닭갈비,서울 명동
328,광양불고기본가,3.0,12,서울 강남구 도곡로99길 16 로열빌딩 1층,02-567-8494,불고기,서울 강남
329,강남불백 강남2호점,3.4,23,서울 강남구 강남대로94길 21 1층,02-501-8763,불고기,서울 강남
330,원조광양불고기 삼성점,2.4,13,서울 강남구 삼성로 529,02-565-7090,불고기,서울 강남
331,일품진진수라 강남점,3.0,12,서울 서초구 서초대로 254 오퓨런스빌딩 지하 2층,02-6250-3110,불고기,서울 강남
332,백억하누 강남본점,4.7,283,서울 강남구 테헤란로5길 29,02-568-8592,불고기,서울 강남
333,봉우화로 강남본점,2.8,29,서울 강남구 봉은사로18길 76,02-558-8452,불고기,서울 강남
334,투뿔등심 강남역점,3.2,13,서울 강남구 테헤란로4길 6 센트럴에비뉴 2층,02-539-8456,불고기,서울 강남
335,딸부자네불백 강남역점,3.0,37,서울 강남구 봉은사로6길 38,02-538-9292,불고기,서울 강남
336,대독장 강남점,3.4,15,서울 강남구 논현로85길 59 남곡빌딩 2층,02-552-7745,불고기,서울 강남
337,꾼노리 강남역점,1.1,11,"서울 서초구 서초대로77길 29 수호빌딩 3, 4층",,불고기,서울 강남
338,채선당 샤브보트 강남센트럴시티점,1.3,33,서울 서초구 신반포로 176 2층,02-6282-1026,불고기,서울 강남
